unit_id,kind,district_id,unit_name,lat,lon,status,speed_profile,source
UNIT-0868,patrol,HR-KAR,Mobile Patrol – Karnal 3,29.797558,76.975068,active,semi_urban,synthetic
UNIT-0869,patrol,UP-AGR,Mobile Patrol – Agra 4,27.004289,78.045412,active,semi_urban,synthetic
UNIT-0870,patrol,MH-THA,Mobile Patrol – Thane 5,19.286608,72.916431,active,urban,synthetic
UNIT-0871,patrol,UP-BIJ,Mobile Patrol – Bijnor 6,29.391550,78.412896,active,rural,synthetic
UNIT-0872,patrol,HR-GUR,Mobile Patrol – Gurugram 7,28.240429,77.258086,active,urban,synthetic
UNIT-0873,patrol,UP-GOR,Mobile Patrol – Gorakhpur 8,26.745016,83.455060,active,rural,synthetic
UNIT-0874,patrol,JH-WSI,Mobile Patrol – West Singhbhum 9,22.503938,85.516016,inactive,rural,synthetic
UNIT-0875,patrol,UP-BAH,Mobile Patrol – Bahraich 1,27.639616,81.277022,active,rural,synthetic
UNIT-0876,patrol,UP-LKO,Mobile Patrol – Lucknow 2,26.918234,80.774621,active,urban,synthetic
UNIT-0877,patrol,MH-WAS,Mobile Patrol – Washim 3,20.386739,77.305856,inactive,rural,synthetic
UNIT-0878,patrol,UP-LAL,Mobile Patrol – Lalitpur 4,24.773773,78.670858,active,rural,synthetic
UNIT-0879,patrol,HR-HIS,Mobile Patrol – Hisar 5,29.273855,75.996314,active,semi_urban,synthetic
UNIT-0880,patrol,JH-GAR,Mobile Patrol – Garhwa 6,23.994103,83.888473,active,rural,synthetic
UNIT-0881,patrol,JH-SAH,Mobile Patrol – Sahibganj 7,24.968583,87.772284,active,rural,synthetic
UNIT-0882,patrol,UP-AZA,Mobile Patrol – Azamgarh 8,26.040592,82.904836,active,rural,synthetic
UNIT-0883,patrol,MH-PAR,Mobile Patrol – Parbhani 9,19.540458,76.671421,active,semi_urban,synthetic
UNIT-0884,patrol,UP-KAN,Mobile Patrol – Kannauj 1,26.919379,79.552987,active,rural,synthetic
UNIT-0885,patrol,MH-YAV,Mobile Patrol – Yavatmal 2,20.123129,78.101927,active,rural,synthetic
UNIT-0886,patrol,MH-PUN,Mobile Patrol – Pune 3,18.640350,73.994246,active,urban,synthetic
UNIT-0887,patrol,MH-NAS,Mobile Patrol – Nashik 4,19.950221,73.961286,active,semi_urban,synthetic
UNIT-0888,patrol,UP-BAL,Mobile Patrol – Ballia 5,26.058910,84.033214,active,rural,synthetic
UNIT-0889,patrol,JH-DUM,Mobile Patrol – Dumka 6,24.205355,87.259294,active,rural,synthetic
UNIT-0890,patrol,UP-BAI,Mobile Patrol – Barabanki 7,26.846929,81.571415,active,rural,synthetic
UNIT-0891,patrol,UP-BAL,Mobile Patrol – Ballia 8,25.804780,83.884553,active,rural,synthetic
UNIT-0892,patrol,HR-MAH,Mobile Patrol – Mahendragarh 9,28.012698,76.129070,active,rural,synthetic
UNIT-0893,patrol,UP-SHI,Mobile Patrol – Shamli 1,29.707519,77.785727,active,semi_urban,synthetic
UNIT-0894,patrol,HR-JIN,Mobile Patrol – Jind 2,29.304693,76.291118,active,rural,synthetic
UNIT-0895,patrol,UP-ETH,Mobile Patrol – Etawah 3,26.820832,79.245639,active,rural,synthetic
UNIT-0896,patrol,MH-JAL,Mobile Patrol – Jalgaon 4,20.938895,75.391695,inactive,semi_urban,synthetic
UNIT-0897,patrol,UP-SAH,Mobile Patrol – Saharanpur 5,29.853455,77.420302,active,semi_urban,synthetic
UNIT-0898,patrol,MH-HIN,Mobile Patrol – Hingoli 6,19.601977,77.040562,active,rural,synthetic
UNIT-0899,patrol,UP-BAR,Mobile Patrol – Balrampur 7,27.469140,82.468479,active,rural,synthetic
UNIT-0900,patrol,MH-MCT,Mobile Patrol – Mumbai City 8,19.058567,72.816245,inactive,urban,synthetic
UNIT-0901,patrol,JH-LOH,Mobile Patrol – Lohardaga 9,23.568327,84.753729,active,rural,synthetic
UNIT-0902,patrol,MH-NAS,Mobile Patrol – Nashik 1,20.291044,73.771450,active,semi_urban,synthetic
UNIT-0903,patrol,UP-AZA,Mobile Patrol – Azamgarh 2,26.034304,83.035337,active,rural,synthetic
UNIT-0904,patrol,UP-MAA,Mobile Patrol – Mahoba 3,25.432458,79.555993,active,rural,synthetic
UNIT-0905,patrol,HR-KUR,Mobile Patrol – Kurukshetra 4,29.876854,76.605887,active,semi_urban,synthetic
UNIT-0906,patrol,JH-RAM,Mobile Patrol – Ramgarh 5,23.714655,85.558777,inactive,semi_urban,synthetic
UNIT-0907,patrol,UP-PRA,Mobile Patrol – Pratapgarh 6,25.905938,81.802245,active,rural,synthetic
UNIT-0908,patrol,UP-MAA,Mobile Patrol – Mahoba 7,25.382283,79.659374,active,rural,synthetic
UNIT-0909,patrol,UP-VAR,Mobile Patrol – Varanasi 8,25.180862,82.882450,active,semi_urban,synthetic
UNIT-0910,patrol,HR-MAH,Mobile Patrol – Mahendragarh 9,28.291769,76.212350,active,rural,synthetic
UNIT-0911,patrol,UP-MIR,Mobile Patrol – Mirzapur 1,24.917197,82.753208,active,rural,synthetic
UNIT-0912,patrol,UP-JAL,Mobile Patrol – Jalaun 2,25.867960,79.407483,active,rural,synthetic
UNIT-0913,patrol,JH-DUM,Mobile Patrol – Dumka 3,24.209113,87.302622,active,rural,synthetic
UNIT-0914,patrol,MH-NAS,Mobile Patrol – Nashik 4,20.188863,73.855393,active,semi_urban,synthetic
UNIT-0915,patrol,UP-GHA,Mobile Patrol – Ghaziabad 5,28.764042,77.589992,active,urban,synthetic
UNIT-0916,patrol,MH-SAT,Mobile Patrol – Satara 6,17.772211,74.294352,active,rural,synthetic
UNIT-0917,patrol,UP-LAL,Mobile Patrol – Lalitpur 7,24.421917,78.513907,active,rural,synthetic
UNIT-0918,patrol,MH-BHA,Mobile Patrol – Bhandara 8,21.358450,79.879679,active,rural,synthetic
UNIT-0919,patrol,UP-BIJ,Mobile Patrol – Bijnor 9,29.259434,78.329847,active,rural,synthetic
UNIT-0920,patrol,UP-MIR,Mobile Patrol – Mirzapur 1,25.102454,82.751320,active,rural,synthetic
UNIT-0921,patrol,HR-HIS,Mobile Patrol – Hisar 2,29.105912,75.887714,active,semi_urban,synthetic
UNIT-0922,patrol,MH-THA,Mobile Patrol – Thane 3,19.342677,72.949772,active,urban,synthetic
UNIT-0923,patrol,UP-RAM,Mobile Patrol – Rampur 4,29.028329,78.924459,inactive,rural,synthetic
UNIT-0924,patrol,JH-ESI,Mobile Patrol – East Singhbhum 5,22.784009,86.212174,active,semi_urban,synthetic
UNIT-0925,patrol,HR-JHA,Mobile Patrol – Jhajjar 6,28.408432,76.448290,active,rural,synthetic
UNIT-0926,patrol,HR-KAR,Mobile Patrol – Karnal 7,29.722816,76.932788,inactive,semi_urban,synthetic
UNIT-0927,patrol,UP-SID,Mobile Patrol – Siddharthnagar 8,27.313064,82.706193,active,rural,synthetic
UNIT-0928,patrol,UP-MEE,Mobile Patrol – Meerut 9,29.132847,77.553977,active,semi_urban,synthetic
UNIT-0929,patrol,UP-BHA,Mobile Patrol – Bhadohi 1,25.215243,82.301132,active,rural,synthetic
UNIT-0930,patrol,HR-JIN,Mobile Patrol – Jind 2,29.595739,76.539173,active,rural,synthetic
UNIT-0931,patrol,JH-BOK,Mobile Patrol – Bokaro 3,23.838311,86.035047,active,semi_urban,synthetic
UNIT-0932,patrol,JH-DHA,Mobile Patrol – Dhanbad 4,23.663331,86.581910,active,urban,synthetic
UNIT-0933,patrol,MH-SAT,Mobile Patrol – Satara 5,17.643065,74.077802,inactive,rural,synthetic
UNIT-0934,patrol,MH-NAN,Mobile Patrol – Nanded 6,19.326249,77.443879,active,rural,synthetic
UNIT-0935,patrol,UP-AGR,Mobile Patrol – Agra 7,27.264892,78.046408,active,semi_urban,synthetic
UNIT-0936,patrol,MH-RAT,Mobile Patrol – Ratnagiri 8,17.283288,73.092881,active,rural,synthetic
UNIT-0937,patrol,UP-GHA,Mobile Patrol – Ghaziabad 9,28.697197,77.262401,active,urban,synthetic
UNIT-0938,patrol,HR-MAH,Mobile Patrol – Mahendragarh 1,28.109296,76.009257,active,rural,synthetic
UNIT-0939,patrol,JH-CHA,Mobile Patrol – Chatra 2,24.214121,84.850529,active,rural,synthetic
UNIT-0940,patrol,UP-MAT,Mobile Patrol – Mathura 3,27.427612,77.732351,active,semi_urban,synthetic
UNIT-0941,patrol,HR-BHI,Mobile Patrol – Bhiwani 4,28.699310,75.944645,active,rural,synthetic
UNIT-0942,patrol,MH-AKO,Mobile Patrol – Akola 5,20.931085,77.115407,active,semi_urban,synthetic
UNIT-0943,patrol,UP-MAH,Mobile Patrol – Maharajganj 6,27.058889,83.648184,active,rural,synthetic
UNIT-0944,patrol,MH-DHU,Mobile Patrol – Dhule 7,21.419538,74.472258,active,rural,synthetic
UNIT-0945,patrol,HR-SON,Mobile Patrol – Sonipat 8,29.020945,77.130768,active,semi_urban,synthetic
UNIT-0946,patrol,JH-DUM,Mobile Patrol – Dumka 9,24.355716,87.187261,active,rural,synthetic
UNIT-0947,patrol,UP-BUL,Mobile Patrol – Bulandshahr 1,28.526746,78.147918,active,rural,synthetic
UNIT-0948,patrol,HR-HIS,Mobile Patrol – Hisar 2,29.079807,75.719121,active,semi_urban,synthetic
UNIT-0949,patrol,UP-MUZ,Mobile Patrol – Muzaffarnagar 3,29.450426,77.608536,active,semi_urban,synthetic
UNIT-0950,patrol,MH-JAA,Mobile Patrol – Jalna 4,20.033031,75.791554,active,rural,synthetic
UNIT-0951,patrol,UP-SUL,Mobile Patrol – Sultanpur 5,26.356119,82.056405,active,rural,synthetic
UNIT-0952,patrol,JH-PAL,Mobile Patrol – Palamu 6,24.339837,84.161131,active,rural,synthetic
UNIT-0953,patrol,UP-AGR,Mobile Patrol – Agra 7,27.025017,77.981123,active,semi_urban,synthetic
UNIT-0954,patrol,UP-SHA,Mobile Patrol – Shahjahanpur 8,27.920028,79.775309,active,rural,synthetic
UNIT-0955,patrol,MH-KOL,Mobile Patrol – Kolhapur 9,16.499693,74.108442,active,semi_urban,synthetic
UNIT-0956,patrol,JH-PAL,Mobile Patrol – Palamu 1,24.281972,84.370915,active,rural,synthetic
UNIT-0957,patrol,UP-SUL,Mobile Patrol – Sultanpur 2,26.306470,81.981381,active,rural,synthetic
UNIT-0958,patrol,MH-AMR,Mobile Patrol – Amravati 3,20.912960,77.989742,active,semi_urban,synthetic
UNIT-0959,patrol,JH-SAH,Mobile Patrol – Sahibganj 4,25.079084,87.524507,active,rural,synthetic
UNIT-0960,patrol,JH-LOH,Mobile Patrol – Lohardaga 5,23.537768,84.734184,active,rural,synthetic
UNIT-0961,patrol,MH-BEE,Mobile Patrol – Beed 6,18.765199,75.896064,active,rural,synthetic
UNIT-0962,patrol,UP-BIJ,Mobile Patrol – Bijnor 7,29.313579,78.239227,active,rural,synthetic
UNIT-0963,patrol,UP-GHA,Mobile Patrol – Ghaziabad 8,28.767124,77.423276,active,urban,synthetic
UNIT-0964,patrol,UP-HAT,Mobile Patrol – Hathras 9,27.412287,78.074067,active,rural,synthetic
UNIT-0965,patrol,HR-BHI,Mobile Patrol – Bhiwani 1,28.856567,76.269571,active,rural,synthetic
UNIT-0966,patrol,UP-SAM,Mobile Patrol – Sambhal 2,28.917902,78.743485,active,semi_urban,synthetic
UNIT-0967,patrol,UP-SHI,Mobile Patrol – Shamli 3,29.677113,77.699277,active,semi_urban,synthetic
UNIT-0968,patrol,UP-HAP,Mobile Patrol – Hapur 4,28.742230,77.673932,active,urban,synthetic
UNIT-0969,patrol,UP-FAR,Mobile Patrol – Farrukhabad 5,27.340323,79.434711,active,rural,synthetic
UNIT-0970,patrol,JH-RAM,Mobile Patrol – Ramgarh 6,23.791328,85.416660,active,semi_urban,synthetic
